Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
265.0,Luke Kennard,29.0,LAL,SG,29.0,3.0,23.0,3.2,6.2,0.525,1.4,3.1,0.444,1.9,3.1,0.607,0.637,0.8,0.9,0.923,0.4,2.3,2.8,2.3,0.5,0.1,0.9,1.6,8.7,
266.0,Bradley Beal,32.0,LAC,SG,6.0,6.0,20.2,3.0,8.0,0.375,1.2,3.2,0.368,1.8,4.8,0.379,0.448,1.0,1.3,0.75,0.3,0.5,0.8,1.7,0.5,0.0,1.5,2.3,8.2,
267.0,Nique Clifford,23.0,SAC,SG,73.0,26.0,24.7,3.2,7.8,0.411,1.0,3.1,0.335,2.2,4.7,0.461,0.477,0.8,1.2,0.69,0.9,2.8,3.7,2.3,0.9,0.3,1.5,2.1,8.2,
268.0,LJ Cryer,24.0,GSW,PG,17.0,1.0,16.3,2.6,6.5,0.396,2.1,5.2,0.393,0.5,1.3,0.409,0.554,1.0,1.1,0.895,0.2,1.4,1.6,0.9,0.1,0.0,0.7,1.6,8.2,
269.0,Brook Lopez,37.0,LAC,C,72.0,37.0,21.5,3.0,7.0,0.424,1.5,4.1,0.354,1.5,2.9,0.524,0.528,0.8,1.0,0.775,0.6,2.9,3.5,1.3,0.6,1.2,0.8,2.0,8.2,
270.0,Gary Trent Jr.,27.0,MIL,SG,64.0,21.0,21.2,2.8,7.2,0.39,1.9,5.2,0.368,0.9,2.0,0.449,0.524,0.6,0.8,0.765,0.1,0.9,1.0,1.2,0.5,0.0,0.6,1.3,8.2,
271.0,Ron Holland,20.0,DET,SF,75.0,5.0,19.8,3.0,6.9,0.43,0.6,2.5,0.232,2.4,4.5,0.539,0.471,1.6,1.9,0.801,1.1,2.9,4.0,1.2,1.2,0.3,1.2,2.3,8.1,
272.0,Bryce McGowens,23.0,NOP,SG,42.0,13.0,21.0,2.7,5.6,0.481,0.9,2.2,0.409,1.8,3.4,0.528,0.561,1.8,2.3,0.779,0.3,1.8,2.1,1.5,0.6,0.2,0.4,2.1,8.1,
273.0,DeJon Jarreau,28.0,MEM,SG,11.0,0.0,21.0,3.0,7.5,0.398,0.4,2.7,0.133,2.6,4.8,0.547,0.422,1.6,2.1,0.783,1.1,3.5,4.6,3.3,0.9,0.7,2.4,2.5,8.0,
274.0,Dominick Barlow,22.0,PHI,PF,68.0,59.0,23.9,3.1,5.7,0.545,0.3,1.2,0.259,2.8,4.5,0.621,0.572,1.3,1.9,0.717,1.9,2.9,4.8,1.3,0.9,0.7,0.8,2.1,7.9,
275.0,Moussa Diabaté,24.0,CHO,C,71.0,45.0,26.0,3.2,5.0,0.629,0.0,0.0,0.5,3.1,5.0,0.63,0.631,1.6,2.4,0.663,3.8,5.0,8.7,1.9,0.8,1.0,1.0,2.4,7.9,
276.0,Jalen Slawson,26.0,IND,SF,10.0,4.0,24.0,2.8,6.1,0.459,1.4,3.3,0.424,1.4,2.8,0.5,0.574,0.9,1.1,0.818,0.5,3.8,4.3,2.4,1.4,1.2,1.2,2.2,7.9,
277.0,Walter Clayton,22.0,2TM,PG,68.0,5.0,20.4,2.5,6.6,0.381,1.1,3.5,0.305,1.5,3.1,0.467,0.462,1.6,1.7,0.898,0.4,1.6,2.0,4.1,0.6,0.3,1.7,1.8,7.7,
277.0,Walter Clayton,22.0,UTA,PG,45.0,0.0,18.0,2.3,5.7,0.398,1.0,3.2,0.308,1.3,2.5,0.513,0.484,1.3,1.4,0.935,0.3,1.6,2.0,3.2,0.5,0.3,1.3,1.7,6.8,
277.0,Walter Clayton,22.0,MEM,PG,23.0,5.0,25.1,3.0,8.5,0.359,1.3,4.2,0.302,1.8,4.3,0.414,0.433,2.1,2.4,0.857,0.4,1.7,2.1,5.8,0.9,0.3,2.5,1.8,9.4,
278.0,Bruce Brown,29.0,DEN,SG,79.0,2.0,24.3,2.9,6.3,0.466,0.7,1.8,0.385,2.2,4.5,0.499,0.521,1.2,1.5,0.769,1.1,2.7,3.8,2.0,1.0,0.2,1.1,2.4,7.7,
279.0,Sharife Cooper,24.0,WAS,PG,38.0,1.0,16.8,2.9,5.9,0.493,0.7,1.8,0.357,2.2,4.0,0.556,0.549,1.3,1.5,0.828,0.4,1.7,2.1,2.8,0.3,0.1,1.5,1.5,7.7,
280.0,Luka Garza,27.0,BOS,C,67.0,5.0,15.9,2.8,4.9,0.583,0.8,1.8,0.441,2.1,3.1,0.663,0.663,1.3,1.6,0.764,2.2,1.7,3.9,0.9,0.4,0.4,0.6,2.3,7.7,
281.0,Chaney Johnson,23.0,BRK,SF,16.0,1.0,19.4,2.8,5.0,0.563,0.6,1.7,0.333,2.3,3.3,0.679,0.619,1.5,1.9,0.8,1.8,2.4,4.1,2.1,0.9,0.6,1.2,3.0,7.7,
282.0,Quinten Post,25.0,GSW,PF,67.0,35.0,17.3,2.9,6.6,0.44,1.4,4.1,0.336,1.5,2.4,0.617,0.546,0.5,0.6,0.791,1.0,3.0,4.0,1.4,0.4,0.5,0.8,1.9,7.7,
283.0,Ryan Kalkbrenner,24.0,CHO,C,67.0,31.0,21.4,3.2,4.3,0.748,0.0,0.1,0.0,3.2,4.2,0.762,0.748,1.2,1.7,0.708,2.4,3.1,5.5,0.8,0.5,1.5,0.9,1.6,7.6,
284.0,Vince Williams Jr.,25.0,2TM,SG,40.0,12.0,20.5,2.6,7.3,0.353,1.4,4.4,0.311,1.2,2.9,0.417,0.447,1.0,1.3,0.78,1.0,2.9,3.9,4.2,0.7,0.4,1.8,2.0,7.5,
284.0,Vince Williams Jr.,25.0,MEM,PG,34.0,12.0,21.6,2.7,7.8,0.352,1.4,4.7,0.308,1.3,3.1,0.419,0.445,1.1,1.4,0.804,1.0,3.0,4.0,4.4,0.8,0.4,1.9,2.1,8.0,
284.0,Vince Williams Jr.,25.0,UTA,SG,6.0,0.0,14.0,1.7,4.7,0.357,1.0,3.0,0.333,0.7,1.7,0.4,0.464,0.3,0.7,0.5,0.8,2.3,3.2,2.7,0.3,0.3,1.2,1.5,4.7,
285.0,Jaxson Hayes,25.0,LAL,C,66.0,9.0,18.3,3.0,4.0,0.756,0.0,0.0,1.0,3.0,3.9,0.753,0.761,1.5,2.3,0.653,1.5,2.6,4.1,0.9,0.4,0.8,0.5,1.9,7.5,
286.0,Gary Payton II,33.0,GSW,SG,70.0,1.0,15.7,3.3,5.8,0.576,0.5,1.8,0.294,2.8,4.0,0.704,0.622,0.3,0.5,0.632,1.4,2.3,3.7,1.7,0.9,0.3,0.9,1.8,7.5,
287.0,Paul Reed,26.0,DET,C,62.0,10.0,13.9,3.1,5.2,0.6,0.2,0.6,0.333,2.9,4.5,0.637,0.62,1.1,1.7,0.65,2.0,2.5,4.5,1.2,0.9,0.9,0.9,1.9,7.5,
288.0,Josh Minott,23.0,2TM,PF,49.0,11.0,17.0,2.6,5.1,0.5,1.3,3.1,0.418,1.3,2.0,0.626,0.627,1.0,1.2,0.787,1.0,2.2,3.2,0.9,0.9,0.5,0.9,1.5,7.4,
288.0,Josh Minott,23.0,BOS,PF,33.0,10.0,15.9,2.1,4.1,0.507,1.0,2.3,0.442,1.1,1.8,0.593,0.632,0.6,0.8,0.769,1.2,2.4,3.6,1.0,0.7,0.4,0.6,1.5,5.8,
288.0,Josh Minott,23.0,BRK,SF,16.0,1.0,19.3,3.6,7.3,0.491,1.9,4.8,0.395,1.7,2.5,0.675,0.621,1.8,2.2,0.8,0.5,2.0,2.5,0.8,1.3,0.8,1.4,1.4,10.8,
289.0,Kris Dunn,31.0,LAC,PG,79.0,65.0,27.3,2.8,5.8,0.481,1.0,2.6,0.38,1.8,3.3,0.56,0.565,0.8,1.0,0.765,0.7,2.6,3.3,3.6,1.6,0.2,1.3,2.3,7.4,
290.0,Caris LeVert,31.0,DET,SG,57.0,0.0,19.4,2.8,6.6,0.419,1.0,3.1,0.33,1.8,3.5,0.498,0.496,0.9,1.3,0.658,0.4,1.6,2.0,2.7,0.8,0.7,1.4,1.6,7.4,
291.0,Cameron Payne,31.0,PHI,PG,22.0,1.0,17.0,2.5,6.8,0.376,1.5,4.4,0.33,1.1,2.4,0.462,0.483,0.9,1.0,0.864,0.1,1.9,2.0,2.6,1.1,0.3,0.5,1.4,7.4,
292.0,Ja'Kobe Walter,21.0,TOR,SG,69.0,18.0,20.2,2.5,5.6,0.442,1.5,3.7,0.401,1.0,1.9,0.519,0.573,1.0,1.2,0.798,0.8,1.8,2.6,1.2,1.0,0.2,0.5,2.3,7.4,
293.0,Taylor Hendricks,22.0,2TM,PF,58.0,16.0,18.9,2.7,6.0,0.452,1.1,3.1,0.337,1.7,2.9,0.578,0.54,0.8,1.2,0.671,1.1,2.6,3.7,0.9,0.8,0.5,0.8,1.7,7.3,
293.0,Taylor Hendricks,22.0,UTA,PF,33.0,6.0,14.9,1.8,3.9,0.453,0.7,2.1,0.343,1.0,1.8,0.586,0.547,0.7,1.0,0.719,0.9,2.1,3.0,0.7,0.4,0.2,0.6,1.2,4.9,
293.0,Taylor Hendricks,22.0,MEM,PF,25.0,10.0,24.2,4.0,8.8,0.452,1.5,4.4,0.333,2.5,4.3,0.574,0.537,1.0,1.5,0.632,1.4,3.3,4.6,1.2,1.4,0.8,1.2,2.2,10.4,
294.0,Nikola Jović,22.0,MIA,PF,47.0,1.0,17.2,2.4,6.7,0.366,1.0,3.6,0.269,1.5,3.1,0.476,0.438,1.5,2.1,0.683,0.5,2.7,3.3,2.2,0.6,0.4,1.4,1.4,7.3,
295.0,Jaylin Williams,23.0,OKC,PF,64.0,11.0,19.8,2.3,5.4,0.422,1.5,4.0,0.383,0.8,1.5,0.526,0.562,1.1,1.4,0.793,0.5,5.0,5.5,2.5,0.5,0.7,1.0,2.0,7.3,
296.0,Lucas Williamson,27.0,MEM,SG,4.0,1.0,26.0,2.3,7.5,0.3,1.8,5.5,0.318,0.5,2.0,0.25,0.417,1.0,1.0,1.0,1.3,2.0,3.3,2.8,1.0,0.0,1.3,3.5,7.3,
297.0,Ousmane Dieng,22.0,2TM,C,54.0,17.0,18.4,2.8,6.7,0.424,1.1,3.1,0.353,1.7,3.6,0.485,0.506,0.5,0.7,0.722,0.5,2.5,3.0,2.1,0.4,0.3,1.1,1.4,7.2,
297.0,Ousmane Dieng,22.0,OKC,C,27.0,0.0,10.9,1.4,3.4,0.418,0.7,1.8,0.367,0.7,1.6,0.476,0.516,0.2,0.2,1.0,0.3,1.3,1.6,1.0,0.1,0.3,0.3,0.8,3.7,
297.0,Ousmane Dieng,22.0,MIL,C,27.0,17.0,25.9,4.3,10.0,0.426,1.5,4.4,0.347,2.7,5.6,0.487,0.502,0.7,1.1,0.667,0.7,3.7,4.4,3.1,0.8,0.4,2.0,1.9,10.8,
298.0,Buddy Hield,33.0,2TM,SG,50.0,3.0,16.0,2.6,6.2,0.424,1.3,4.0,0.333,1.3,2.2,0.593,0.532,0.6,0.7,0.811,0.5,1.7,2.3,1.4,0.8,0.2,0.9,1.1,7.2,
298.0,Buddy Hield,33.0,GSW,SG,44.0,3.0,17.5,3.0,6.8,0.433,1.5,4.4,0.344,1.4,2.4,0.6,0.545,0.6,0.8,0.794,0.6,1.9,2.5,1.5,0.8,0.2,1.0,1.3,8.0,
298.0,Buddy Hield,33.0,ATL,SG,6.0,0.0,5.0,0.2,1.5,0.111,0.0,1.0,0.0,0.2,0.5,0.333,0.111,0.5,0.5,1.0,0.2,0.7,0.8,0.3,0.2,0.0,0.8,0.2,0.8,
299.0,Jose Alvarado,27.0,2TM,PG,67.0,2.0,19.7,2.6,6.4,0.415,1.4,4.1,0.349,1.2,2.3,0.533,0.527,0.5,0.6,0.8,0.4,2.0,2.4,3.4,1.0,0.1,1.1,1.9,7.2,
299.0,Jose Alvarado,27.0,NOP,PG,41.0,0.0,21.9,2.9,6.8,0.418,1.7,4.7,0.363,1.1,2.1,0.54,0.543,0.5,0.6,0.833,0.4,2.4,2.8,3.1,0.9,0.1,1.1,2.0,7.9,
299.0,Jose Alvarado,27.0,NYK,PG,26.0,2.0,16.2,2.3,5.7,0.408,1.0,3.2,0.317,1.3,2.5,0.523,0.497,0.5,0.6,0.75,0.3,1.5,1.8,3.7,1.0,0.1,1.1,1.8,6.1,
300.0,Terance Mann,29.0,BRK,SG,63.0,51.0,24.3,2.7,5.8,0.457,0.9,2.4,0.364,1.8,3.4,0.523,0.533,1.0,1.3,0.788,1.1,2.1,3.2,3.0,0.7,0.2,1.1,2.5,7.2,
301.0,Malachi Smith,26.0,BRK,SG,12.0,1.0,20.0,2.8,5.5,0.515,1.1,2.3,0.481,1.8,3.3,0.538,0.614,0.4,0.4,1.0,0.7,1.8,2.5,2.3,1.0,0.3,1.0,0.6,7.2,
302.0,Pat Spencer,29.0,GSW,PG,63.0,13.0,18.4,2.8,6.6,0.429,0.9,2.5,0.361,1.9,4.0,0.471,0.498,0.7,0.9,0.772,0.8,1.6,2.4,3.5,0.7,0.1,1.3,1.1,7.2,
303.0,Nate Williams,26.0,GSW,SG,12.0,1.0,16.0,2.8,5.7,0.485,0.8,1.8,0.429,2.0,3.9,0.511,0.551,0.9,1.1,0.846,1.3,0.8,2.0,0.8,0.4,0.0,0.9,1.9,7.2,
304.0,MarJon Beauchamp,25.0,PHI,SF,13.0,1.0,14.9,2.5,5.7,0.432,1.2,3.5,0.348,1.2,2.2,0.571,0.541,0.9,1.3,0.706,0.5,1.9,2.4,1.2,0.7,0.3,1.0,1.0,7.1,
305.0,Kobe Sanders,23.0,LAC,SG,65.0,16.0,19.9,2.6,5.6,0.464,1.2,2.9,0.409,1.4,2.7,0.522,0.569,0.8,0.9,0.803,0.4,1.8,2.3,1.6,0.7,0.1,1.2,2.1,7.1,
306.0,Ben Sheppard,24.0,IND,SG,65.0,20.0,21.4,2.6,6.0,0.434,1.3,3.6,0.362,1.3,2.4,0.542,0.543,0.6,0.8,0.765,0.7,2.3,3.0,1.8,0.6,0.1,0.6,1.8,7.1,
307.0,Grant Williams,27.0,CHO,PF,34.0,3.0,19.6,2.2,5.1,0.425,1.5,3.8,0.391,0.7,1.4,0.522,0.569,1.3,1.6,0.815,1.2,2.7,3.9,1.6,0.4,0.5,0.9,1.6,7.1,
308.0,Leonard Miller,22.0,2TM,SF,43.0,9.0,14.1,2.8,5.3,0.535,0.6,2.1,0.303,2.2,3.2,0.686,0.595,0.8,1.1,0.739,1.0,2.6,3.6,0.7,0.3,0.3,0.7,1.3,7.0,
308.0,Leonard Miller,22.0,MIN,SF,19.0,0.0,5.0,0.9,1.7,0.545,0.1,0.6,0.083,0.9,1.1,0.81,0.561,0.4,0.6,0.636,0.4,0.9,1.3,0.3,0.2,0.0,0.5,0.6,2.3,
308.0,Leonard Miller,22.0,CHI,SF,24.0,9.0,21.3,4.3,8.0,0.534,1.1,3.2,0.338,3.2,4.8,0.664,0.601,1.1,1.5,0.771,1.6,3.9,5.5,1.1,0.4,0.5,0.8,1.8,10.8,
309.0,Leaky Black,26.0,WAS,SF,12.0,7.0,29.3,2.6,6.3,0.413,1.3,3.1,0.405,1.3,3.2,0.421,0.513,0.6,0.7,0.875,1.1,4.2,5.3,1.5,1.1,0.6,0.8,2.7,7.0,
310.0,Bogdan Bogdanović,33.0,LAC,SG,22.0,3.0,19.6,2.4,6.5,0.371,1.3,4.0,0.322,1.1,2.5,0.446,0.469,0.9,1.1,0.8,0.3,2.3,2.5,2.3,0.5,0.0,1.2,2.0,7.0,
311.0,Lawson Lovering,22.0,MEM,C,2.0,1.0,24.5,3.0,5.0,0.6,0.0,0.0,,3.0,5.0,0.6,0.6,1.0,2.5,0.4,3.0,4.5,7.5,1.5,1.5,0.5,1.0,3.5,7.0,
312.0,Jamir Watkins,24.0,WAS,SG,47.0,6.0,20.0,2.6,5.6,0.458,0.9,2.9,0.29,1.7,2.6,0.645,0.534,1.0,1.5,0.696,1.0,2.8,3.8,1.3,1.0,0.5,0.8,2.6,7.0,
313.0,Javonte Green,32.0,DET,SG,79.0,6.0,17.8,2.3,5.1,0.443,1.1,3.1,0.373,1.1,2.1,0.545,0.554,1.3,1.5,0.832,0.7,2.0,2.8,0.7,1.3,0.3,0.6,1.4,6.9,
314.0,Ben Saraf,19.0,BRK,SG,41.0,8.0,20.0,2.4,6.4,0.382,0.4,1.9,0.211,2.0,4.5,0.452,0.412,1.6,2.0,0.827,0.4,1.6,2.0,3.2,0.9,0.1,2.2,1.8,6.9,
315.0,Moritz Wagner,28.0,ORL,C,35.0,0.0,12.0,2.3,5.4,0.429,0.6,1.9,0.324,1.7,3.5,0.488,0.487,1.7,2.1,0.819,0.7,2.5,3.2,0.7,0.4,0.1,0.5,1.6,6.9,
316.0,Keon Ellis,26.0,2TM,SG,70.0,11.0,20.5,2.4,5.4,0.444,1.3,3.5,0.367,1.1,1.9,0.588,0.564,0.7,1.0,0.721,0.5,1.3,1.9,1.0,1.2,0.6,0.6,1.9,6.8,
316.0,Keon Ellis,26.0,SAC,SG,43.0,5.0,17.6,1.9,4.9,0.397,1.2,3.3,0.368,0.7,1.5,0.462,0.524,0.5,0.7,0.625,0.3,0.9,1.3,0.6,1.1,0.5,0.5,1.6,5.6,
316.0,Keon Ellis,26.0,CLE,SG,27.0,6.0,25.2,3.1,6.2,0.503,1.4,3.7,0.366,1.7,2.4,0.712,0.614,1.1,1.3,0.806,0.9,2.0,2.8,1.7,1.4,0.9,0.7,2.3,8.7,
317.0,Seth Curry,35.0,GSW,SG,8.0,0.0,12.3,2.3,4.1,0.545,1.1,2.3,0.5,1.1,1.9,0.6,0.682,1.1,1.3,0.9,0.4,0.8,1.1,1.0,0.4,0.0,0.3,0.9,6.8,
318.0,Elijah Harkless,25.0,UTA,SG,26.0,9.0,21.0,2.1,6.2,0.335,0.8,3.4,0.239,1.3,2.8,0.452,0.401,1.9,2.5,0.766,0.4,1.7,2.0,2.9,1.2,0.2,1.0,2.0,6.8,
319.0,Patrick Williams,24.0,CHI,PF,69.0,4.0,19.9,2.4,6.4,0.376,1.3,3.7,0.348,1.1,2.7,0.413,0.475,0.7,1.0,0.7,0.7,2.2,2.9,1.4,0.6,0.3,1.0,1.3,6.8,
320.0,Isaiah Jackson,24.0,2TM,C,55.0,14.0,16.5,2.7,4.3,0.637,0.0,0.1,0.0,2.7,4.3,0.645,0.637,1.2,1.9,0.648,2.1,3.2,5.3,0.9,0.7,0.9,1.1,2.7,6.7,
320.0,Isaiah Jackson,24.0,IND,C,38.0,14.0,16.8,2.5,4.3,0.582,0.0,0.0,0.0,2.5,4.3,0.585,0.582,1.3,1.9,0.689,2.3,3.3,5.6,0.8,0.7,0.8,1.1,2.8,6.4,
320.0,Isaiah Jackson,24.0,LAC,C,17.0,0.0,15.9,3.2,4.2,0.764,0.0,0.1,0.0,3.2,4.1,0.786,0.764,1.0,1.8,0.548,1.6,3.1,4.6,1.2,0.6,1.2,0.9,2.3,7.5,
321.0,Cole Anthony,25.0,MIL,PG,35.0,0.0,15.1,2.8,6.6,0.424,0.6,2.1,0.306,2.2,4.5,0.478,0.472,0.5,0.7,0.615,0.5,2.0,2.5,3.5,0.6,0.3,1.9,2.1,6.7,
322.0,Kevin Love,37.0,UTA,PF,37.0,5.0,16.6,2.1,5.4,0.397,1.4,3.8,0.373,0.7,1.5,0.456,0.53,1.0,1.2,0.841,1.5,4.3,5.8,1.8,0.4,0.2,0.8,1.5,6.7,
323.0,Jamal Shead,23.0,TOR,PG,79.0,11.0,22.6,2.2,6.1,0.365,1.0,3.2,0.319,1.2,2.9,0.416,0.448,1.2,1.5,0.784,0.3,1.5,1.8,5.5,0.9,0.2,1.4,2.0,6.7,
324.0,Robert Williams,28.0,POR,C,56.0,1.0,17.1,3.0,4.2,0.712,0.1,0.4,0.333,2.9,3.8,0.749,0.727,0.6,0.9,0.608,2.4,4.6,6.9,1.0,0.6,1.5,0.8,1.3,6.7,
325.0,Will Richard,23.0,GSW,SG,67.0,21.0,20.2,2.4,5.1,0.474,1.1,3.1,0.341,1.4,2.0,0.679,0.577,0.7,0.8,0.852,1.0,1.5,2.5,1.4,1.2,0.1,0.8,1.9,6.6,
326.0,Julian Strawther,23.0,DEN,SG,54.0,12.0,14.4,2.4,5.1,0.462,0.9,2.4,0.364,1.5,2.7,0.552,0.549,1.0,1.2,0.813,0.2,1.7,1.9,1.0,0.4,0.1,0.6,1.2,6.6,
327.0,Oscar Tshiebwe,26.0,UTA,C,25.0,4.0,15.5,2.9,4.7,0.624,0.0,0.0,,2.9,4.7,0.624,0.624,0.8,1.5,0.541,2.6,3.0,5.6,1.0,0.6,0.1,0.7,1.4,6.6,
328.0,Trendon Watford,25.0,PHI,PF,52.0,7.0,16.5,2.6,5.1,0.513,0.2,1.0,0.2,2.4,4.2,0.585,0.532,1.2,1.5,0.779,0.7,2.6,3.4,2.5,0.3,0.4,1.2,2.0,6.6,
329.0,Oso Ighodaro,23.0,PHO,PF,79.0,23.0,22.2,2.9,4.5,0.654,0.0,0.0,0.0,2.9,4.5,0.656,0.654,0.6,1.4,0.451,1.7,3.4,5.1,2.3,0.9,0.7,1.2,2.7,6.5,
330.0,Luke Kornet,30.0,SAS,C,66.0,24.0,21.0,2.6,4.0,0.64,0.0,0.0,,2.6,4.0,0.64,0.64,1.4,1.7,0.825,2.7,3.4,6.1,1.8,0.4,1.0,0.4,1.8,6.5,
331.0,Drake Powell,20.0,BRK,SG,61.0,23.0,20.9,2.3,5.6,0.411,0.8,2.9,0.293,1.5,2.7,0.533,0.485,1.1,1.2,0.918,0.3,1.4,1.8,1.5,0.6,0.2,0.9,1.4,6.5,
332.0,Tyrese Martin,26.0,2TM,SG,45.0,6.0,17.2,2.4,6.2,0.394,1.2,3.7,0.321,1.2,2.5,0.5,0.489,0.4,0.6,0.679,0.8,1.8,2.6,1.7,0.6,0.1,0.9,0.7,6.4,
332.0,Tyrese Martin,26.0,BRK,SG,37.0,6.0,18.8,2.7,6.9,0.392,1.4,4.1,0.336,1.3,2.8,0.476,0.492,0.5,0.7,0.731,0.9,2.0,2.9,1.9,0.6,0.1,0.9,0.8,7.3,
332.0,Tyrese Martin,26.0,PHI,SG,8.0,0.0,9.9,1.1,2.8,0.409,0.3,1.6,0.154,0.9,1.1,0.778,0.455,0.0,0.3,0.0,0.3,1.0,1.3,1.1,0.4,0.3,0.9,0.4,2.5,
333.0,Jevon Carter,30.0,2TM,PG,50.0,1.0,16.3,2.3,5.9,0.39,1.5,4.2,0.351,0.8,1.7,0.483,0.514,0.3,0.4,0.789,0.3,1.4,1.7,1.7,0.8,0.2,0.7,1.1,6.4,
333.0,Jevon Carter,30.0,CHI,PG,23.0,0.0,11.0,1.8,4.5,0.398,1.4,3.4,0.41,0.4,1.1,0.36,0.553,0.4,0.4,1.0,0.2,0.9,1.1,0.8,0.6,0.1,0.5,0.8,5.4,
333.0,Jevon Carter,30.0,ORL,PG,27.0,1.0,20.8,2.7,7.1,0.385,1.5,4.8,0.315,1.2,2.3,0.532,0.492,0.2,0.3,0.556,0.3,1.9,2.2,2.4,0.9,0.3,0.9,1.4,7.2,
334.0,Alex Caruso,31.0,OKC,SG,55.0,0.0,18.3,2.3,5.4,0.424,1.0,3.3,0.296,1.3,2.1,0.619,0.513,0.7,0.9,0.804,0.5,2.2,2.7,2.0,1.3,0.3,0.9,1.2,6.3,
335.0,Andre Drummond,32.0,PHI,C,60.0,25.0,19.2,2.5,5.3,0.47,0.5,1.4,0.349,2.0,3.8,0.515,0.517,0.8,1.3,0.641,3.1,5.1,8.2,1.2,0.6,0.8,1.0,2.0,6.3,
336.0,Tyson Etienne,26.0,BRK,PG,21.0,0.0,13.0,2.0,4.8,0.41,1.5,3.8,0.405,0.4,1.0,0.429,0.57,0.9,1.0,0.9,0.1,0.7,0.8,1.4,0.4,0.0,0.5,1.7,6.3,
337.0,Ryan Nembhard,22.0,DAL,PG,57.0,24.0,18.8,2.6,6.3,0.412,0.8,2.2,0.359,1.8,4.0,0.441,0.476,0.4,0.5,0.769,0.2,1.9,2.1,4.9,0.4,0.0,1.4,1.4,6.3,
338.0,Toby Okani,24.0,MEM,SG,3.0,1.0,33.7,2.7,9.3,0.286,1.0,4.0,0.25,1.7,5.3,0.313,0.339,0.0,1.3,0.0,2.0,2.0,4.0,0.3,0.7,0.3,0.7,4.0,6.3,
339.0,Kenrich Williams,31.0,OKC,PF,53.0,2.0,14.8,2.4,4.9,0.489,0.9,2.2,0.402,1.5,2.7,0.559,0.578,0.6,0.9,0.64,0.9,2.2,3.1,1.3,0.5,0.1,0.8,1.0,6.3,
340.0,Thomas Bryant,28.0,CLE,C,60.0,1.0,12.2,2.3,4.5,0.506,0.8,2.2,0.359,1.5,2.3,0.647,0.594,0.9,1.1,0.803,1.0,2.4,3.4,0.6,0.3,0.4,0.5,1.3,6.2,
341.0,Bez Mbeng,22.0,UTA,SG,13.0,4.0,31.2,2.5,5.5,0.465,0.3,1.8,0.167,2.2,3.6,0.617,0.493,0.8,1.3,0.647,1.1,2.2,3.2,3.2,2.0,0.4,1.3,3.3,6.2,
342.0,Tidjane Salaün,20.0,CHO,PF,36.0,0.0,15.9,2.2,4.4,0.506,1.0,2.3,0.434,1.2,2.1,0.587,0.62,0.7,1.1,0.65,0.7,3.4,4.1,0.8,0.4,0.2,0.7,1.5,6.2,
343.0,Gradey Dick,22.0,TOR,SG,73.0,1.0,14.3,2.2,5.2,0.418,0.8,2.5,0.297,1.4,2.6,0.534,0.491,1.0,1.2,0.874,0.6,1.4,2.0,0.7,0.6,0.1,0.6,1.3,6.1,
344.0,Kasparas Jakučionis,19.0,MIA,PG,50.0,11.0,17.7,1.9,4.5,0.419,1.2,3.0,0.412,0.7,1.6,0.43,0.553,1.1,1.2,0.883,0.8,1.8,2.6,2.6,0.6,0.1,0.9,1.9,6.1,
345.0,Jalen Wilson,25.0,BRK,PF,51.0,2.0,14.9,1.9,4.9,0.394,1.0,2.8,0.354,0.9,2.1,0.448,0.496,1.2,1.7,0.741,0.3,1.6,1.8,0.7,0.4,0.0,0.6,1.5,6.1,
346.0,Justin Edwards,22.0,PHI,SF,61.0,12.0,15.2,2.2,4.9,0.45,1.0,2.8,0.365,1.2,2.1,0.563,0.554,0.5,0.6,0.846,0.4,1.1,1.5,1.3,0.8,0.2,0.6,1.5,6.0,
347.0,Tre Scott,29.0,BRK,PF,3.0,1.0,25.3,2.3,5.0,0.467,1.0,2.0,0.5,1.3,3.0,0.444,0.567,0.3,0.3,1.0,1.3,3.7,5.0,2.0,1.7,1.0,0.7,2.0,6.0,
348.0,Ethan Thompson,26.0,IND,SG,29.0,10.0,18.9,2.0,5.5,0.369,1.1,3.3,0.323,1.0,2.2,0.438,0.466,0.9,1.2,0.743,0.5,1.4,1.9,1.4,0.6,0.3,0.7,2.2,6.0,
349.0,Matisse Thybulle,28.0,POR,SG,27.0,0.0,15.9,2.0,4.4,0.45,1.3,3.1,0.412,0.7,1.3,0.543,0.596,0.7,0.9,0.87,0.6,1.5,2.1,1.0,2.0,0.5,1.0,1.5,6.0,
350.0,Kyle Anderson,32.0,3TM,SF,41.0,3.0,19.4,2.4,4.5,0.524,0.1,0.2,0.4,2.3,4.3,0.531,0.535,1.0,1.5,0.705,0.9,2.5,3.3,2.8,1.0,0.6,0.9,2.2,5.9,
350.0,Kyle Anderson,32.0,UTA,SF,20.0,0.0,20.1,2.9,5.5,0.523,0.2,0.3,0.6,2.7,5.2,0.519,0.537,1.3,1.9,0.658,1.0,2.4,3.3,3.1,1.2,0.5,0.9,2.3,7.1,
