Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
31.0,Bam Adebayo,28.0,MIA,C,72.0,72.0,2336.0,7.6,17.4,0.439,1.9,6.1,0.318,5.7,11.3,0.505,0.495,5.0,6.5,0.78,2.3,8.9,11.1,3.5,1.3,0.7,1.8,1.9,22.2,
32.0,Cooper Flagg,19.0,DAL,SF,69.0,69.0,2334.0,8.6,18.3,0.468,1.1,3.7,0.296,7.4,14.5,0.512,0.498,4.3,5.2,0.826,1.3,5.8,7.1,4.9,1.3,1.0,2.5,2.2,22.6,
33.0,Karl-Anthony Towns,30.0,NYK,C,75.0,75.0,2322.0,8.0,16.0,0.501,1.8,4.8,0.368,6.3,11.2,0.557,0.556,5.5,6.4,0.858,3.6,10.2,13.8,3.5,1.0,0.6,2.9,4.0,23.3,AS
34.0,Jaden McDaniels,25.0,MIN,PF,73.0,73.0,2316.0,6.5,12.6,0.515,1.6,3.9,0.412,4.9,8.7,0.562,0.579,2.3,2.7,0.835,1.2,3.6,4.8,3.1,1.3,1.1,2.0,3.8,16.8,
35.0,Brandin Podziemski,22.0,GSW,SG,81.0,42.0,2312.0,6.1,13.3,0.457,2.4,6.3,0.371,3.7,7.0,0.535,0.545,3.0,3.7,0.795,1.1,5.4,6.5,4.7,1.4,0.2,2.0,2.1,17.5,
36.0,Onyeka Okongwu,25.0,ATL,C,74.0,63.0,2297.0,6.5,13.5,0.48,2.3,6.0,0.376,4.2,7.5,0.564,0.564,2.4,3.2,0.757,2.2,6.6,8.8,3.6,1.3,1.2,2.0,3.8,17.6,
37.0,Luka Dončić,26.0,LAL,PG,64.0,64.0,2289.0,10.9,22.9,0.476,4.0,10.9,0.366,6.9,12.0,0.575,0.563,7.9,10.1,0.78,0.6,7.1,7.8,8.3,1.7,0.5,4.0,2.4,33.7,AS
38.0,Collin Gillespie,26.0,PHO,PG,80.0,58.0,2282.0,5.6,13.3,0.418,3.7,9.1,0.401,1.9,4.2,0.455,0.556,1.2,1.4,0.874,1.4,3.8,5.2,5.9,1.6,0.3,2.0,2.1,16.0,
39.0,CJ McCollum,34.0,2TM,PG,76.0,60.0,2264.0,8.3,18.3,0.455,3.0,8.1,0.375,5.3,10.2,0.519,0.538,2.9,3.8,0.772,1.0,3.0,4.0,4.7,1.0,0.6,2.1,2.3,22.6,
39.0,CJ McCollum,34.0,WAS,SG,35.0,35.0,1082.0,8.0,17.6,0.454,3.2,8.1,0.393,4.8,9.5,0.505,0.544,2.7,3.4,0.804,0.8,3.4,4.1,4.2,0.8,0.3,1.9,2.4,21.9,
39.0,CJ McCollum,34.0,ATL,PG,41.0,25.0,1182.0,8.7,19.0,0.456,2.9,8.1,0.357,5.8,10.9,0.529,0.532,3.1,4.1,0.748,1.2,2.7,3.9,5.1,1.2,0.8,2.3,2.2,23.3,
40.0,Shai Gilgeous-Alexander,27.0,OKC,PG,68.0,68.0,2259.0,11.6,21.1,0.553,1.8,4.7,0.386,9.8,16.3,0.602,0.597,8.6,9.8,0.879,0.6,4.0,4.7,7.1,1.5,0.8,2.4,2.2,33.7,AS
41.0,Wendell Carter Jr.,26.0,ORL,C,77.0,77.0,2257.0,5.2,10.1,0.516,1.1,3.6,0.321,4.1,6.5,0.623,0.573,3.1,3.9,0.793,2.6,6.5,9.1,2.4,1.0,0.7,1.6,4.2,14.7,
42.0,Matas Buzelis,21.0,CHI,PF,77.0,77.0,2248.0,7.1,15.4,0.463,2.8,7.9,0.349,4.4,7.5,0.583,0.553,3.0,3.8,0.786,1.2,5.9,7.2,2.5,0.9,1.9,2.5,2.8,20.0,
43.0,Nikola Jokić,30.0,DEN,C,64.0,64.0,2247.0,10.2,17.9,0.569,1.8,4.7,0.379,8.4,13.2,0.636,0.618,6.3,7.6,0.828,3.0,10.3,13.3,11.2,1.5,0.8,3.9,2.8,28.5,AS
44.0,Saddiq Bey,26.0,NOP,SF,72.0,64.0,2246.0,7.0,15.5,0.451,2.4,6.6,0.367,4.6,8.9,0.514,0.529,4.0,4.7,0.841,1.9,4.5,6.4,2.9,1.1,0.1,1.1,1.5,20.4,
45.0,Julian Champagnie,24.0,SAS,SF,81.0,67.0,2241.0,4.8,11.0,0.437,3.1,8.2,0.382,1.7,2.8,0.598,0.579,1.8,2.2,0.844,1.2,6.4,7.5,2.0,1.0,0.6,1.1,2.1,14.5,
46.0,A.J. Green,26.0,MIL,SG,77.0,67.0,2234.0,4.1,9.7,0.424,3.7,8.7,0.42,0.5,1.0,0.452,0.612,0.9,1.0,0.855,0.5,2.9,3.4,2.4,0.6,0.1,1.2,2.8,12.7,
47.0,Bub Carrington,20.0,WAS,PG,81.0,47.0,2233.0,4.9,11.7,0.425,2.7,6.6,0.404,2.3,5.1,0.451,0.539,1.3,1.7,0.731,0.5,3.9,4.4,6.0,0.8,0.3,3.0,2.9,13.8,
48.0,Max Christie,22.0,DAL,SG,76.0,67.0,2232.0,5.1,11.6,0.439,2.9,7.1,0.403,2.2,4.5,0.496,0.563,2.0,2.2,0.906,0.2,3.8,4.0,2.4,0.8,0.4,1.5,1.6,15.0,
49.0,OG Anunoby,28.0,NYK,PF,67.0,67.0,2224.0,6.3,13.0,0.484,2.5,6.6,0.386,3.8,6.4,0.584,0.581,3.0,3.6,0.828,1.4,4.3,5.7,2.3,1.7,0.8,2.0,2.7,18.1,
50.0,Immanuel Quickley,26.0,TOR,PG,69.0,69.0,2215.0,6.5,14.6,0.444,2.9,7.7,0.376,3.6,6.9,0.52,0.543,2.8,3.4,0.821,0.6,3.9,4.6,6.7,1.5,0.1,1.6,2.3,18.6,
51.0,Royce O'Neale,32.0,PHO,SF,78.0,67.0,2213.0,4.3,10.2,0.421,3.4,8.5,0.408,0.8,1.7,0.486,0.59,0.4,0.6,0.711,1.0,5.1,6.1,3.4,1.4,0.5,1.7,2.9,12.4,
52.0,Kris Dunn,31.0,LAC,PG,81.0,67.0,2208.0,3.7,7.7,0.477,1.3,3.4,0.379,2.4,4.3,0.556,0.561,1.0,1.3,0.765,0.9,3.5,4.4,4.8,2.1,0.2,1.8,3.1,9.7,
53.0,De'Aaron Fox,28.0,SAS,PG,71.0,71.0,2198.0,8.2,16.8,0.488,2.1,6.2,0.333,6.1,10.6,0.58,0.55,3.0,4.0,0.756,0.7,3.6,4.3,7.2,1.5,0.3,2.7,2.6,21.5,AS
54.0,Naji Marshall,28.0,DAL,SF,74.0,47.0,2184.0,6.9,13.5,0.51,1.0,3.5,0.291,5.9,10.0,0.587,0.548,3.8,4.9,0.76,1.1,4.7,5.7,4.0,1.4,0.1,2.0,2.4,18.6,
55.0,Quentin Grimes,25.0,PHI,SG,74.0,19.0,2178.0,5.5,12.3,0.449,2.0,6.2,0.329,3.5,6.1,0.571,0.532,3.3,3.9,0.838,0.8,3.7,4.5,4.0,1.0,0.5,2.2,2.5,16.3,
56.0,Deni Avdija,25.0,POR,SF,65.0,65.0,2166.0,8.0,17.4,0.462,2.0,6.4,0.313,6.0,11.0,0.549,0.52,8.1,10.1,0.802,1.2,6.2,7.4,7.2,0.8,0.7,4.2,2.8,26.1,AS
57.0,Cade Cunningham,24.0,DET,PG,63.0,63.0,2150.0,9.1,19.7,0.463,2.1,6.0,0.344,7.0,13.7,0.515,0.516,5.2,6.4,0.812,0.9,4.9,5.8,10.4,1.5,0.9,3.9,3.3,25.5,AS
58.0,Devin Booker,29.0,PHO,SG,64.0,64.0,2146.0,9.2,20.1,0.456,2.0,6.2,0.33,7.1,13.9,0.512,0.507,7.6,8.7,0.873,0.8,3.4,4.2,6.5,0.9,0.3,3.4,2.8,28.0,AS
59.0,Anthony Edwards,24.0,MIN,SG,61.0,60.0,2137.0,10.1,20.7,0.489,3.5,8.7,0.399,6.7,12.1,0.554,0.572,5.9,7.4,0.796,0.6,4.5,5.1,3.8,1.4,0.8,2.9,2.0,29.6,AS
60.0,Tim Hardaway Jr.,33.0,DEN,SG,80.0,6.0,2127.0,5.9,13.2,0.447,3.8,9.3,0.407,2.1,3.9,0.541,0.591,2.7,3.3,0.811,0.3,3.2,3.5,1.8,0.7,0.2,0.7,1.7,18.3,
61.0,Reed Sheppard,21.0,HOU,SG,81.0,20.0,2121.0,6.8,15.8,0.431,3.8,9.6,0.395,3.0,6.2,0.486,0.551,1.2,1.4,0.81,0.5,3.5,4.0,4.7,2.1,0.9,2.1,2.8,18.5,
62.0,Jaime Jaquez Jr.,24.0,MIA,SF,74.0,1.0,2096.0,7.8,15.4,0.503,1.0,3.1,0.317,6.8,12.3,0.55,0.535,2.8,3.7,0.771,1.6,4.8,6.4,6.0,0.9,0.4,2.6,2.4,19.3,
63.0,Duncan Robinson,31.0,DET,SF,76.0,76.0,2091.0,5.4,11.9,0.453,3.8,9.2,0.41,1.6,2.7,0.597,0.611,1.4,1.9,0.755,0.5,3.0,3.5,2.7,0.8,0.4,0.9,2.9,16.0,
64.0,Kawhi Leonard,34.0,LAC,SF,65.0,65.0,2085.0,11.0,21.7,0.505,3.0,7.7,0.387,8.0,14.0,0.569,0.573,6.4,7.2,0.892,1.2,5.9,7.1,4.0,2.1,0.5,2.3,1.3,31.3,AS
65.0,Evan Mobley,24.0,CLE,PF,65.0,63.0,2074.0,8.1,14.9,0.546,1.1,3.6,0.297,7.1,11.3,0.626,0.582,3.1,5.2,0.606,2.7,7.5,10.2,4.1,0.8,2.0,2.1,2.8,20.5,
66.0,Jeremiah Fears,19.0,NOP,PG,81.0,48.0,2071.0,7.4,17.0,0.435,1.8,5.2,0.336,5.6,11.8,0.479,0.486,3.2,4.0,0.784,1.0,4.1,5.0,4.8,1.7,0.5,3.1,2.6,19.7,
67.0,Donovan Clingan,21.0,POR,C,76.0,76.0,2070.0,6.1,11.7,0.519,1.4,4.2,0.34,4.6,7.5,0.621,0.581,2.4,3.5,0.68,5.9,9.4,15.3,2.8,0.8,2.2,1.6,3.1,16.0,
68.0,Pascal Siakam,31.0,IND,PF,62.0,62.0,2057.0,9.8,20.2,0.484,1.8,5.1,0.358,7.9,15.1,0.527,0.529,4.6,6.6,0.693,1.6,5.6,7.2,4.1,1.2,0.4,2.4,2.6,26.0,AS
69.0,Cason Wallace,22.0,OKC,SG,77.0,58.0,2046.0,4.4,10.3,0.432,1.8,5.1,0.351,2.7,5.2,0.51,0.518,1.0,1.2,0.809,1.1,3.1,4.2,3.5,2.6,0.5,1.3,2.7,11.6,
70.0,Jake LaRavia,24.0,LAL,PF,81.0,43.0,2037.0,4.2,9.2,0.46,1.4,4.3,0.322,2.8,4.9,0.579,0.535,2.1,2.7,0.763,2.1,3.6,5.7,2.5,1.8,0.7,1.5,3.5,11.9,
71.0,Andrew Wiggins,30.0,MIA,SF,67.0,67.0,2037.0,6.9,14.4,0.479,2.4,5.8,0.419,4.4,8.5,0.52,0.564,2.2,2.8,0.781,2.0,3.8,5.8,3.2,1.3,1.2,1.8,2.7,18.4,
72.0,Devin Vassell,25.0,SAS,SG,66.0,64.0,2011.0,5.8,13.3,0.435,2.9,7.6,0.384,2.9,5.7,0.503,0.545,1.9,2.3,0.813,0.7,4.1,4.7,3.0,1.0,0.4,1.0,1.9,16.3,
73.0,Stephon Castle,21.0,SAS,PG,67.0,66.0,2008.0,6.8,14.5,0.473,1.4,4.3,0.328,5.4,10.1,0.535,0.522,5.0,6.8,0.737,1.7,4.6,6.3,8.8,1.4,0.3,3.9,3.9,20.1,
74.0,Naz Reid,26.0,MIN,C,77.0,3.0,2007.0,7.1,15.6,0.456,2.9,8.0,0.362,4.2,7.6,0.556,0.549,1.6,2.2,0.732,1.6,6.9,8.6,3.0,1.4,1.4,2.3,3.5,18.8,
75.0,Chet Holmgren,23.0,OKC,PF,69.0,69.0,1997.0,7.8,14.0,0.557,1.6,4.4,0.362,6.2,9.7,0.646,0.614,4.1,5.1,0.792,2.3,8.7,11.1,2.1,0.8,2.4,1.9,2.8,21.3,AS
76.0,Josh Hart,30.0,NYK,SF,66.0,52.0,1994.0,5.4,10.7,0.508,1.8,4.4,0.413,3.6,6.3,0.574,0.593,1.6,2.3,0.72,1.7,7.1,8.8,5.7,1.4,0.3,2.3,3.0,14.3,
77.0,LaMelo Ball,24.0,CHO,PG,71.0,68.0,1988.0,9.0,22.2,0.407,4.8,13.1,0.369,4.2,9.1,0.463,0.516,2.9,3.2,0.899,1.1,5.0,6.2,9.2,1.5,0.3,3.6,3.5,25.8,
78.0,Derik Queen,21.0,NOP,C,80.0,47.0,1982.0,6.2,13.1,0.476,0.4,1.6,0.256,5.8,11.5,0.506,0.492,3.8,4.8,0.792,2.3,7.6,10.0,5.3,1.5,1.3,3.4,3.8,16.7,
79.0,Jalen Duren,22.0,DET,C,70.0,70.0,1976.0,9.5,14.6,0.65,0.0,0.0,,9.5,14.6,0.65,0.65,5.8,7.8,0.747,4.8,8.6,13.4,2.5,1.0,1.1,2.4,3.6,24.9,AS
80.0,Davion Mitchell,27.0,MIA,PG,69.0,69.0,1975.0,4.7,9.6,0.486,1.6,4.1,0.389,3.1,5.5,0.558,0.569,0.8,1.2,0.646,0.6,2.8,3.4,8.2,1.2,0.2,2.0,3.3,11.7,
81.0,LeBron James,41.0,LAL,SF,59.0,59.0,1972.0,8.5,16.5,0.517,1.4,4.4,0.321,7.1,12.1,0.587,0.559,4.1,5.6,0.735,0.8,5.8,6.6,7.8,1.3,0.6,3.2,1.5,22.6,AS
82.0,Bruce Brown,29.0,DEN,SG,81.0,3.0,1970.0,4.4,9.4,0.469,1.0,2.7,0.388,3.4,6.7,0.501,0.524,1.8,2.3,0.762,1.6,4.2,5.7,3.1,1.5,0.4,1.6,3.5,11.6,
83.0,Harrison Barnes,33.0,SAS,PF,76.0,52.0,1961.0,4.7,10.4,0.456,2.5,6.5,0.388,2.2,3.9,0.569,0.577,1.9,2.3,0.829,1.1,2.8,3.9,2.7,0.9,0.2,1.1,1.6,13.8,
84.0,Ace Bailey,19.0,UTA,SF,71.0,60.0,1958.0,7.1,16.0,0.445,2.5,7.2,0.35,4.6,8.9,0.523,0.524,1.2,1.6,0.767,1.9,3.6,5.5,2.4,1.1,0.9,1.9,3.5,18.0,
85.0,Jarace Walker,22.0,IND,PF,76.0,41.0,1953.0,5.7,13.5,0.419,2.5,6.6,0.374,3.2,6.9,0.462,0.51,2.5,3.4,0.749,0.9,6.3,7.2,3.5,1.2,0.5,2.6,2.3,16.3,
86.0,Brandon Miller,23.0,CHO,SF,64.0,64.0,1941.0,8.3,19.1,0.435,3.7,9.7,0.383,4.6,9.4,0.489,0.532,3.6,4.0,0.894,1.3,4.6,5.9,4.0,1.2,0.8,3.0,3.3,24.0,
87.0,Sam Hauser,28.0,BOS,PF,78.0,49.0,1934.0,4.7,11.2,0.419,3.7,9.4,0.393,1.0,1.8,0.557,0.584,0.3,0.4,0.85,1.0,4.5,5.6,2.1,0.7,0.4,0.7,2.1,13.4,
88.0,Deandre Ayton,27.0,LAL,C,71.0,71.0,1933.0,7.3,10.9,0.67,0.0,0.0,,7.3,10.9,0.67,0.67,1.7,2.6,0.64,3.4,7.1,10.5,1.1,0.8,1.2,1.5,2.9,16.3,
89.0,Maxime Raynaud,22.0,SAC,C,73.0,55.0,1927.0,7.0,12.3,0.569,0.4,1.3,0.3,6.6,11.0,0.601,0.585,2.4,3.1,0.78,2.6,7.6,10.2,1.8,0.7,0.7,1.7,3.2,16.8,
90.0,Neemias Queta,26.0,BOS,C,76.0,75.0,1926.0,6.1,9.3,0.653,0.0,0.1,0.125,6.1,9.2,0.662,0.654,2.3,3.3,0.703,4.3,7.6,11.9,2.4,1.1,1.9,1.4,4.0,14.5,
91.0,Nic Claxton,26.0,BRK,C,69.0,68.0,1920.0,6.2,10.9,0.571,0.1,0.4,0.158,6.2,10.6,0.585,0.574,2.6,4.3,0.616,3.2,5.8,9.0,4.7,0.8,1.4,1.8,3.0,15.2,
92.0,Myles Turner,29.0,MIL,C,71.0,71.0,1912.0,5.3,12.2,0.44,2.8,7.2,0.383,2.6,4.9,0.523,0.553,2.5,3.3,0.74,1.4,5.7,7.1,1.9,0.9,2.2,1.6,3.5,15.9,
93.0,Rui Hachimura,27.0,LAL,PF,67.0,40.0,1898.0,5.7,11.1,0.511,2.1,4.9,0.44,3.5,6.2,0.567,0.608,0.9,1.3,0.691,0.7,3.4,4.1,1.1,0.7,0.4,0.8,2.0,14.4,
94.0,Anthony Black,22.0,ORL,PG,63.0,40.0,1891.0,6.5,14.5,0.446,1.9,5.6,0.334,4.6,8.9,0.516,0.51,3.2,4.3,0.732,0.9,3.7,4.6,4.5,1.7,0.8,2.5,3.2,18.0,
95.0,Keldon Johnson,26.0,SAS,SF,81.0,0.0,1890.0,7.8,15.0,0.52,1.8,5.1,0.362,5.9,9.8,0.602,0.582,2.9,3.6,0.798,2.6,5.7,8.3,2.1,0.9,0.2,1.3,3.0,20.2,
96.0,Ayo Dosunmu,26.0,2TM,SG,69.0,19.0,1881.0,7.4,14.3,0.517,2.4,5.4,0.439,5.0,8.9,0.563,0.599,2.4,2.8,0.876,0.9,3.6,4.5,4.8,1.1,0.3,1.8,2.5,19.6,
96.0,Ayo Dosunmu,26.0,CHI,SG,45.0,10.0,1187.0,7.6,14.7,0.514,2.6,5.9,0.451,4.9,8.9,0.556,0.604,2.7,3.2,0.857,1.0,3.1,4.1,5.0,1.0,0.4,1.9,2.4,20.5,
96.0,Ayo Dosunmu,26.0,MIN,SG,24.0,9.0,694.0,7.1,13.5,0.521,1.9,4.5,0.414,5.2,9.0,0.575,0.59,1.9,2.1,0.925,0.7,4.5,5.2,4.4,1.2,0.3,1.8,2.7,17.9,
97.0,Tristan Da Silva,24.0,ORL,SF,76.0,34.0,1876.0,5.3,11.8,0.45,2.3,6.1,0.376,3.0,5.7,0.529,0.547,1.6,1.8,0.882,1.1,4.2,5.3,2.3,1.3,0.5,1.3,2.2,14.5,
98.0,Ausar Thompson,23.0,DET,SF,72.0,71.0,1874.0,5.8,11.0,0.524,0.1,0.5,0.25,5.6,10.5,0.536,0.529,2.1,3.6,0.571,2.9,5.1,7.9,4.3,2.8,1.3,2.1,3.7,13.7,
99.0,Moussa Diabaté,24.0,CHO,C,72.0,46.0,1873.0,4.4,6.9,0.631,0.0,0.0,0.5,4.3,6.9,0.631,0.632,2.2,3.4,0.659,5.2,6.9,12.0,2.7,1.1,1.3,1.4,3.4,11.0,
100.0,Draymond Green,35.0,GSW,PF,68.0,68.0,1869.0,3.9,9.5,0.418,1.9,6.0,0.326,2.0,3.5,0.575,0.52,1.1,1.6,0.702,1.1,6.2,7.2,7.2,1.2,0.8,3.5,3.8,11.0,
101.0,Victor Wembanyama,22.0,SAS,C,64.0,55.0,1866.0,10.7,20.8,0.512,2.4,6.8,0.349,8.3,14.1,0.59,0.569,7.2,8.7,0.827,2.5,11.7,14.2,3.8,1.3,3.8,3.0,3.0,30.9,AS
102.0,Russell Westbrook,37.0,SAC,SF,64.0,58.0,1853.0,7.0,16.3,0.427,2.5,7.4,0.338,4.5,8.9,0.5,0.503,2.5,3.6,0.694,1.6,5.2,6.8,8.3,1.6,0.2,4.1,2.9,18.9,
103.0,John Collins,28.0,LAC,PF,68.0,55.0,1851.0,6.9,12.6,0.55,1.7,4.2,0.41,5.2,8.4,0.621,0.619,2.3,3.0,0.763,2.1,4.8,7.0,1.4,1.2,1.0,1.8,3.5,17.8,
104.0,Pelle Larsson,24.0,MIA,SG,70.0,54.0,1849.0,5.4,10.9,0.496,1.2,3.7,0.323,4.2,7.1,0.586,0.551,3.6,4.5,0.797,1.3,3.4,4.8,4.6,1.0,0.3,2.0,2.9,15.6,
105.0,Nique Clifford,23.0,SAC,SG,74.0,27.0,1843.0,4.7,11.4,0.41,1.5,4.5,0.335,3.2,6.9,0.459,0.476,1.3,1.8,0.71,1.3,4.1,5.4,3.4,1.3,0.4,2.2,3.0,12.1,
106.0,Zion Williamson,25.0,NOP,PF,62.0,55.0,1841.0,9.5,15.8,0.6,0.0,0.1,0.25,9.4,15.7,0.601,0.6,6.5,9.1,0.716,2.4,4.5,6.9,3.9,1.2,0.7,2.5,2.8,25.5,
107.0,Jamal Shead,23.0,TOR,PG,81.0,12.0,1832.0,3.6,9.8,0.365,1.7,5.1,0.323,1.9,4.7,0.412,0.45,1.8,2.3,0.784,0.5,2.3,2.8,8.6,1.5,0.3,2.2,3.1,10.6,
108.0,Luguentz Dort,26.0,OKC,SF,68.0,68.0,1829.0,3.9,10.2,0.386,2.5,7.2,0.343,1.5,3.0,0.49,0.508,0.9,1.1,0.759,1.1,3.7,4.8,1.7,1.2,0.5,1.1,3.5,11.2,
109.0,Sion James,23.0,CHO,SG,81.0,19.0,1822.0,2.7,7.2,0.369,1.6,4.6,0.351,1.1,2.7,0.4,0.48,1.6,1.9,0.837,1.0,4.6,5.6,3.2,1.0,0.4,1.2,2.9,8.6,
110.0,Jaylen Wells,22.0,MEM,SG,69.0,69.0,1821.0,6.0,13.8,0.431,2.6,7.2,0.353,3.4,6.6,0.517,0.524,2.6,3.4,0.784,1.2,3.1,4.3,2.2,1.2,0.2,1.5,2.9,17.1,
111.0,Nikola Vučević,35.0,2TM,C,64.0,49.0,1818.0,7.8,15.8,0.493,2.0,5.4,0.369,5.8,10.5,0.557,0.556,1.5,1.8,0.828,2.5,8.2,10.6,4.2,0.8,0.8,1.7,2.5,19.1,
111.0,Nikola Vučević,35.0,CHI,C,48.0,48.0,1480.0,8.1,16.1,0.505,2.0,5.3,0.376,6.1,10.8,0.568,0.567,1.5,1.8,0.838,2.4,8.1,10.5,4.4,0.8,0.8,1.7,2.4,19.7,
111.0,Nikola Vučević,35.0,BOS,C,16.0,1.0,338.0,6.5,14.8,0.439,1.9,5.6,0.34,4.6,9.2,0.5,0.504,1.6,2.0,0.789,2.7,8.6,11.3,3.4,0.7,1.1,1.7,3.2,16.5,
112.0,Kyle Kuzma,30.0,MIL,PF,69.0,43.0,1806.0,6.8,13.7,0.492,1.7,4.8,0.347,5.1,9.0,0.569,0.552,2.7,3.7,0.726,1.1,5.1,6.2,3.7,0.9,0.6,2.4,2.7,17.9,
113.0,Kyle Filipowski,22.0,UTA,C,77.0,41.0,1801.0,6.5,13.1,0.492,1.5,4.6,0.325,5.0,8.6,0.58,0.548,3.2,4.2,0.75,2.9,8.2,11.0,4.0,1.5,0.8,2.5,4.6,17.6,
114.0,Oso Ighodaro,23.0,PHO,PF,81.0,23.0,1795.0,4.8,7.3,0.656,0.0,0.0,0.0,4.8,7.3,0.657,0.656,1.1,2.3,0.453,2.7,5.5,8.3,3.6,1.5,1.1,2.0,4.4,10.6,
115.0,Andrew Nembhard,26.0,IND,PG,57.0,57.0,1786.0,6.7,15.2,0.442,2.2,6.0,0.361,4.6,9.2,0.495,0.513,3.9,4.7,0.825,0.5,2.7,3.2,8.8,1.0,0.2,2.8,2.5,19.5,
116.0,Keyonte George,22.0,UTA,PG,54.0,54.0,1786.0,8.1,17.8,0.456,2.7,7.3,0.371,5.4,10.5,0.515,0.532,6.8,7.6,0.892,0.5,3.5,4.0,6.7,1.2,0.3,3.3,2.4,25.7,
117.0,Noah Clowney,21.0,BRK,PF,66.0,60.0,1780.0,5.1,12.8,0.396,2.6,7.9,0.329,2.4,4.8,0.506,0.498,3.6,4.5,0.804,1.1,4.5,5.5,2.2,1.0,0.9,2.1,3.4,16.4,
118.0,Austin Reaves,27.0,LAL,SG,51.0,45.0,1762.0,7.6,15.6,0.49,2.4,6.7,0.36,5.2,8.9,0.588,0.567,6.6,7.6,0.871,0.7,4.2,4.9,5.7,1.1,0.4,3.1,2.2,24.3,
119.0,Jaylon Tyson,23.0,CLE,SG,65.0,41.0,1752.0,6.7,13.4,0.495,2.7,6.0,0.447,4.0,7.5,0.534,0.595,1.6,2.1,0.738,2.4,4.4,6.8,3.0,1.1,0.6,2.0,3.3,17.5,
120.0,Brice Sensabaugh,22.0,UTA,SF,74.0,22.0,1749.0,8.0,17.4,0.46,3.3,8.9,0.366,4.8,8.5,0.559,0.554,3.3,4.0,0.831,1.2,3.6,4.7,2.9,1.1,0.2,2.5,2.9,22.7,
121.0,Marcus Smart,31.0,LAL,SG,61.0,53.0,1743.0,3.9,9.7,0.399,2.0,5.9,0.333,1.9,3.7,0.503,0.501,2.1,2.6,0.819,0.7,2.8,3.5,3.6,1.8,0.5,1.8,3.3,11.9,
122.0,P.J. Washington,27.0,DAL,PF,56.0,53.0,1736.0,6.1,13.6,0.45,1.6,4.9,0.325,4.6,8.8,0.519,0.508,2.6,3.8,0.687,1.7,6.4,8.2,2.0,1.1,1.2,1.9,2.5,16.4,
123.0,Sandro Mamukelashvili,26.0,TOR,C,79.0,13.0,1733.0,6.8,13.0,0.521,2.4,6.1,0.388,4.4,6.9,0.639,0.612,2.5,3.3,0.747,2.2,5.9,8.1,3.1,1.3,0.9,1.4,3.0,18.4,
124.0,Tre Jones,26.0,CHI,PG,64.0,40.0,1733.0,7.0,12.6,0.558,0.9,2.6,0.323,6.2,10.0,0.62,0.592,4.0,4.7,0.841,0.8,3.4,4.2,7.2,1.6,0.2,1.9,1.9,18.9,
125.0,Josh Giddey,23.0,CHI,PG,54.0,51.0,1731.0,6.7,14.9,0.448,2.1,5.9,0.364,4.5,9.0,0.502,0.52,3.6,4.7,0.763,1.4,7.9,9.3,10.3,1.1,0.6,4.1,1.9,19.1,
126.0,Tobias Harris,33.0,DET,PF,62.0,62.0,1724.0,6.3,13.5,0.464,1.6,4.6,0.356,4.6,8.9,0.519,0.524,2.8,3.2,0.865,1.1,5.5,6.7,3.3,1.1,0.5,1.3,2.2,17.0,
127.0,Cam Spencer,25.0,MEM,SG,72.0,20.0,1714.0,5.5,11.7,0.473,3.1,6.8,0.449,2.5,4.9,0.506,0.604,2.6,2.8,0.94,0.8,3.0,3.8,8.4,1.1,0.2,2.0,2.2,16.8,
128.0,Precious Achiuwa,26.0,SAC,C,72.0,56.0,1710.0,6.4,12.1,0.53,0.6,2.0,0.287,5.9,10.2,0.578,0.554,1.5,2.7,0.547,3.6,6.5,10.1,2.0,1.4,1.0,1.3,2.6,14.9,
129.0,Dillon Brooks,30.0,PHO,SF,56.0,56.0,1702.0,8.8,20.3,0.435,2.7,7.8,0.344,6.1,12.5,0.492,0.501,3.6,4.3,0.842,0.9,3.4,4.3,2.1,1.2,0.2,2.1,3.9,23.9,
130.0,RJ Barrett,25.0,TOR,SF,56.0,56.0,1697.0,8.3,17.0,0.489,2.0,5.9,0.338,6.3,11.1,0.57,0.548,4.1,5.7,0.719,1.1,5.2,6.3,4.0,0.9,0.4,2.1,3.0,22.7,
131.0,Dennis Schröder,32.0,2TM,PG,70.0,17.0,1697.0,5.4,13.3,0.405,1.6,4.8,0.329,3.8,8.5,0.449,0.465,3.6,4.3,0.834,0.7,3.3,4.0,7.2,1.2,0.2,2.6,2.3,16.0,
131.0,Dennis Schröder,32.0,SAC,PG,40.0,14.0,1056.0,5.9,14.4,0.408,1.9,5.7,0.343,3.9,8.7,0.449,0.475,3.7,4.5,0.82,0.7,3.4,4.2,7.2,1.1,0.2,2.7,2.3,17.4,
131.0,Dennis Schröder,32.0,CLE,PG,30.0,3.0,641.0,4.7,11.6,0.401,1.0,3.5,0.29,3.7,8.1,0.448,0.444,3.5,4.0,0.861,0.6,3.2,3.8,7.3,1.3,0.3,2.5,2.4,13.8,
132.0,Jay Huff,27.0,IND,C,81.0,47.0,1695.0,6.1,12.8,0.476,2.5,7.8,0.318,3.6,5.0,0.723,0.573,1.7,2.0,0.823,1.5,5.3,6.8,2.5,0.8,3.1,1.6,4.0,16.4,
